Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,The nurse educator is extremely useful for the provider during titration visits. The patients find the nurse ambassador early on in their treatment. We typically use our own patients/care partners as resources for those interested in pursing Duopa.,,,12/4/20 9:56
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,Duoconnect for both myself and the patients.,,,12/10/20 8:22
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,Nurse ambassador and Duoconnect most useful,,,12/11/20 17:38
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,"The most helpful resources from my view are the nurse ambassador and the peer mentor program. Since launching the nurse ambassador program my patients seem to have much more familiarity with the Duopa pump when they come in for their titration date. Although we have a number of Duopa patients at NM whom our potential Duopa patients can speak to, I like to use the peer ambassador program to get a better demographic match for potential Duopa patients (i.e., young male patient can speak with another young male, female patient can speak with another female)",,,12/2/20 10:35
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,where do i start Brad ??? Just kidding. The rep can be doing more community education programs at support groups (when things open up) but also support be allowed to educate patients and family at the visits without limitations based on how many people are there.,@all How can your local Duopa Representative be more helpful?,Brad Durbin,12/10/20 21:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,Account Exec for me personally but for patients it has to be the nurse ambassador,,,12/10/20 21:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,"For patients Duoconnect and nurse ambassador as well as peer mentor are very useful
For me the account executive, nurse educator, have been very helpful",,,12/7/20 9:33
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,I think you did a good job of introducing the platform.,,,12/10/20 6:49
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,It was user friendly and easy to navigate,,,12/10/20 15:10
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,I thought the 1-hour kick off was adequate.,,,12/8/20 7:09
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,It was very simple to utilize.,,,12/10/20 8:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,I felt the tutorial was more than sufficient. The alerts on the homepage also allow you to pick right back up where you left off in the conversation which is also helpful.,,,12/10/20 8:00
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,,,,12/10/20 12:52
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,Yes,"One of the challenges with busy physicians is ability to stay signed on for a longer period of time at a stretch. 
I faced a terrible problem getting back in because of a technical glitch that took 2 days to resolve. I was surprised that when a password reset is requested , the email link and directions would not show up in your inbox for a very long time , such that I had to make phone calls, talk to multiple people, attempts made by multiple people and finally a resolution to the problem literally ~ 5 hours before closure on a regular working day. Within 3 needs to do a better job at this.",,,12/11/20 17:19
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Final Feedback on the Platform/Engagement,Y,3,Would you have liked to receive any more guidance or information on the platform or discussion before the session began?,,No,The platform was easy to use.,,,12/10/20 6:19
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,Without hesitation,,,12/10/20 6:50
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,I think that this type of advisory board was easy to participate in.  Nice that there was freedom to work around busy schedules.,,,12/10/20 15:12
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,"I would be happy to participate in advisory board like this again, because it was very easy for me to do. I am more of an active listener than participator in group settings, so I think an online forum provides a better platform for me personally to express my ideas. As I mentioned earlier, I did miss the dialogue aspect of an in person adboard but obviously each environment has its pros and cons.",,,12/8/20 7:12
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,It was very interesting to see the different types of experiences others have had with the Duopa process. Our office has a very smooth process when it comes to enrolling new patients and if we can help other offices get to this point that would be great.,,,12/10/20 8:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,Of course!,,,12/10/20 8:00
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,Definitely!,,,12/10/20 12:54
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,If there is better technical support. Within 3 should take responsibility for their technical limitations in a simple thing like password reset. Shocking!,,,12/11/20 17:21
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Final Feedback on the Platform/Engagement,Y,4,Would you participate again in this type of virtual advisory board?,,Yes,But I greatly prefer a real-time discussion either in person or over Zoom etc.,,,12/10/20 6:20
